Query device success: there are 8 devices
Device ID 0 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 1 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 2 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 3 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 4 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 5 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 6 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------
Device ID 7 :  ------------------------------------------------------
with 68.7 GB memory, clock rate 1700MHz @ computing capability 9.0
maxGridDimX 2147483647, sharedMemPerBlock 65.5 KB, maxThreadsPerBlock 1024, warpSize 64
-------------------------------------------------------------------------

function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,2048,2048,1,56.2239, 112.722, 74.6,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,2048,2048,1,50.5338, 202.629, 83,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,2048,2048,1,192.842, 193.312, 87,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,2048,2048,1,178.671, 358.215, 93.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,4096,4096,1,113.744, 227.765, 147.5,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,4096,4096,1,102.425, 410.2, 163.8,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_c,f32_c,f32_c,f32_c,f32_c,L,N,N,4096,4096,1,390.395, 390.871, 171.9,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_c,f64_c,f64_c,f64_c,f64_c,L,N,N,4096,4096,1,343.619, 688.078, 195.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f32_r,f32_r,f32_r,f32_r,f32_r,L,N,N,6144,6144,1,168.296, 336.865, 224.3,
function,a_type,b_type,c_type,d_type,compute_type,uplo,transA,diag,M,lda,incx,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmv,f64_r,f64_r,f64_r,f64_r,f64_r,L,N,N,6144,6144,1,145.917, 584.143, 258.7,
