
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_r,f32_r,f32_r,f32_r,f32_r,L,L,N,N,512,512,1,512,512,1232.49, 24.072, 108.9,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_r,f64_r,f64_r,f64_r,f64_r,L,L,N,N,512,512,1,512,512,1017.57, 39.7489, 131.9,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_c,f32_c,f32_c,f32_c,f32_c,L,L,N,N,512,512,'(1:0)',512,512,3169.25, 30.9497, 169.4,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_c,f64_c,f64_c,f64_c,f64_c,L,L,N,N,512,512,'(1:0)',512,512,2572.45, 50.2432, 208.7,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_r,f32_r,f32_r,f32_r,f32_r,L,L,N,N,1024,1024,1,1024,1024,3921.63, 38.2972, 273.8,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_r,f64_r,f64_r,f64_r,f64_r,L,L,N,N,1024,1024,1,1024,1024,3275.6, 63.9766, 327.8,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_c,f32_c,f32_c,f32_c,f32_c,L,L,N,N,1024,1024,'(1:0)',1024,1024,8224.76, 40.1599, 522.2,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_c,f64_c,f64_c,f64_c,f64_c,L,L,N,N,1024,1024,'(1:0)',1024,1024,6314.27, 61.6628, 680.2,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_r,f32_r,f32_r,f32_r,f32_r,L,L,N,N,1536,1536,1,1536,1536,5471.66, 35.6228, 662.3,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_r,f64_r,f64_r,f64_r,f64_r,L,L,N,N,1536,1536,1,1536,1536,3892.46, 50.6831, 931,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_c,f32_c,f32_c,f32_c,f32_c,L,L,N,N,1536,1536,'(1:0)',1536,1536,7417.62, 24.1459, 1954.2,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_c,f64_c,f64_c,f64_c,f64_c,L,L,N,N,1536,1536,'(1:0)',1536,1536,7656.62, 49.8478, 1893.2,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_r,f32_r,f32_r,f32_r,f32_r,L,L,N,N,2048,2048,1,2048,2048,7086.24, 34.6008, 1212.2,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_r,f64_r,f64_r,f64_r,f64_r,L,L,N,N,2048,2048,1,2048,2048,5653.88, 55.2136, 1519.3,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_c,f32_c,f32_c,f32_c,f32_c,L,L,N,N,2048,2048,'(1:0)',2048,2048,10280.6, 25.0991, 3342.2,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_c,f64_c,f64_c,f64_c,f64_c,L,L,N,N,2048,2048,'(1:0)',2048,2048,9255.65, 45.1936, 3712.3,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_r,f32_r,f32_r,f32_r,f32_r,L,L,N,N,2560,2560,1,2560,2560,8796.32, 34.3606, 1907.3,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_r,f64_r,f64_r,f64_r,f64_r,L,L,N,N,2560,2560,1,2560,2560,7281.15, 56.884, 2304.2,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_c,f32_c,f32_c,f32_c,f32_c,L,L,N,N,2560,2560,'(1:0)',2560,2560,11973.7, 23.3861, 5604.7,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_c,f64_c,f64_c,f64_c,f64_c,L,L,N,N,2560,2560,'(1:0)',2560,2560,10822.1, 42.2738, 6201.1,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_r,f32_r,f32_r,f32_r,f32_r,L,L,N,N,3072,3072,1,3072,3072,11111.9, 36.1717, 2609,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_r,f64_r,f64_r,f64_r,f64_r,L,L,N,N,3072,3072,1,3072,3072,9341.1, 60.8144, 3103.6,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_c,f32_c,f32_c,f32_c,f32_c,L,L,N,N,3072,3072,'(1:0)',3072,3072,12824.9, 20.8739, 9042.1,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_c,f64_c,f64_c,f64_c,f64_c,L,L,N,N,3072,3072,'(1:0)',3072,3072,13107.1, 42.6665, 8847.4,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_r,f32_r,f32_r,f32_r,f32_r,L,L,N,N,3584,3584,1,3584,3584,12145.9, 33.8893, 3790.3,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_r,f64_r,f64_r,f64_r,f64_r,L,L,N,N,3584,3584,1,3584,3584,11127.8, 62.0969, 4137.1,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_c,f32_c,f32_c,f32_c,f32_c,L,L,N,N,3584,3584,'(1:0)',3584,3584,12690.1, 17.7038, 14511.1,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_c,f64_c,f64_c,f64_c,f64_c,L,L,N,N,3584,3584,'(1:0)',3584,3584,13493, 37.6478, 13647.6,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_r,f32_r,f32_r,f32_r,f32_r,L,L,N,N,4096,4096,1,4096,4096,13550.9, 33.0833, 5071.2,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_r,f64_r,f64_r,f64_r,f64_r,L,L,N,N,4096,4096,1,4096,4096,9813.28, 47.9164, 7002.7,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_c,f32_c,f32_c,f32_c,f32_c,L,L,N,N,4096,4096,'(1:0)',4096,4096,14018.9, 17.1129, 19607.7,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_c,f64_c,f64_c,f64_c,f64_c,L,L,N,N,4096,4096,'(1:0)',4096,4096,14377.1, 35.1002, 19119.2,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_r,f32_r,f32_r,f32_r,f32_r,L,L,N,N,4608,4608,1,4608,4608,14208.2, 30.8338, 6886.5,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_r,f64_r,f64_r,f64_r,f64_r,L,L,N,N,4608,4608,1,4608,4608,10633.9, 46.1541, 9201.2,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_c,f32_c,f32_c,f32_c,f32_c,L,L,N,N,4608,4608,'(1:0)',4608,4608,15010.4, 16.2873, 26073.9,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_c,f64_c,f64_c,f64_c,f64_c,L,L,N,N,4608,4608,'(1:0)',4608,4608,14181, 30.7748, 27598.8,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_r,f32_r,f32_r,f32_r,f32_r,L,L,N,N,5120,5120,1,5120,5120,12314.8, 24.0523, 10898.9,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_r,f64_r,f64_r,f64_r,f64_r,L,L,N,N,5120,5120,1,5120,5120,11276.9, 44.0504, 11902,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_c,f32_c,f32_c,f32_c,f32_c,L,L,N,N,5120,5120,'(1:0)',5120,5120,16143.3, 15.7649, 33256.6,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_c,f64_c,f64_c,f64_c,f64_c,L,L,N,N,5120,5120,'(1:0)',5120,5120,15575, 30.4199, 34470.1,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_r,f32_r,f32_r,f32_r,f32_r,L,L,N,N,5632,5632,1,5632,5632,15249, 27.0757, 11715.1,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_r,f64_r,f64_r,f64_r,f64_r,L,L,N,N,5632,5632,1,5632,5632,12511.6, 44.4306, 14278.2,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f32_c,f32_c,f32_c,f32_c,f32_c,L,L,N,N,5632,5632,'(1:0)',5632,5632,17252.9, 15.3169, 41417.6,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
trmm,f64_c,f64_c,f64_c,f64_c,f64_c,L,L,N,N,5632,5632,'(1:0)',5632,5632,16624.8, 29.5185, 42982.5,
function,a_type,b_type,c_type,d_type,compute_type,side,uplo,transA,diag,M,N,alpha,lda,ldb,hipblas-Gflops,hipblas-GB/s,hipblas-us,
